Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
Pensions;;;Pensions de la sécurité de la vieillesse;"Bureau le plus près (West End office): Le programme de la Sécurité de la vieillesse est le plus important programme de pensions du gouvernement du Canada. En plus de la pension de la Sécurité de la vieillesse, le gouvernement offre aux aînés à faible revenu trois types de prestations fondées sur le revenu : le Supplément de revenu garanti l'Allocation - l'Allocation au survivant";5160, boulevard Décarie, bureau 700;bureau 700;Montréal;Québec;H3X 2H9;Snowdon;;08h30-16h00;08h30-16h00;08h30-16h00;08h30-16h00;08h30-16h00;;Lundi à vendredi 08h30 à 16h00.;1 800 277-9914;1 800 277-9915;1 418 648-2470;https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/securite-vieillesse.html;;Press 1 for pension.
Pensions;;;Pensions de la sécurité de la vieillesse;"Downtown Office: Le programme de la Sécurité de la vieillesse est le plus important programme de pensions du gouvernement du Canada. En plus de la pension de la Sécurité de la vieillesse, le gouvernement offre aux aînés à faible revenu trois types de prestations fondées sur le revenu : le Supplément de revenu garanti l'Allocation l'Allocation au survivant";200 boulevard René Levesque Ouest;Suite 034;Montréal;Québec;H2Z 1X4;Place des Arts;;08h30-16h00;08h30-16h00;08h30-16h00;08h30-16h00;08h30-16h00;;Lundi à vendredi : 08h30 à 16h00;;;;https://www.canada.ca/fr/services/prestations/pensionspubliques/rpc/securite-vieillesse.html;;Par courrier / By mail: C.P. 1816, Québec, Québec   G1K 7L5
Pensions;;;Rétraite Québec  (Quebec Pension Plan);"Retraite Québec administre le Régime de rentes du Québec, les régimes de retraite du secteur public et l'Allocation famille. Elle assure aussi l'encadrement des régimes complémentaires de retraite et des régimes volontaires d'épargne-retraite. De plus, elle fait la promotion de la planification financière de la retraite. Par sa mission, Retraite Québec concourt à l'évolution du système de retraite et contribue à la sécurité financière des Québécoises et des Québécois.";1055, boulevard René Lévesque Est;;Montréal;Québec;H2L 4S5;Berri;;;;;;;;;(514) 873-2433;;(514) 873-4408;https://www.retraitequebec.gouv.qc.ca;;Par courrier / By mail: Case Postale 5200, Québec, Québec   G1K 7S9.
Seniors;CommunityOrganizations;;Cummings Jewish Centre For Seniors (Golden Age Association);La mission du Centre Cummings est de favoriser l’épanouissement des adultes de 50 ans et plus et améliorer leur qualité de vie en offrant des programmes dynamiques et novateurs, des services sociaux et des occasions de bénévolat dans un environnement vivant, respectueux, inclusif et empreint de compassion. Ancré dans son héritage juif, le Centre Cummings ouvre ses portes aux personnes de tous les horizons ethniques et socio-économiques.;5700, avenue Westbury 3 Carré Cummings Montréal;;;Québec;H3W 3E8;;;;;;;;;;(514) 342-1234;;(514) 739-6899;https://cummingscentre.org/;;Helps with applications for compensation for Holocaust Survivors from Germany.
Seniors;CommunityOrganizations;;Centre des aîné(e)s de Côte-Des-Neiges (français seulement);Le Centre des Aînés Côte-des-Neiges est un organisme communautaire du quartier Côte-des-Neiges et des environs, dont la mission est d’accueillir les aînés autonomes et semi-autonomes de toutes provenances sociales, économiques et culturelles et de leur proposer diverses activités et services sociocommunautaires tout en encourageant la création de liens, de réseaux d’entraide et la participation à la vie démocratique de l’organisme.;6600, avenue Victoria bureau 101;bureau 101;Montréal;Québec;H3W 3G7;;;;;;;;;;(514) 344-1210;;;https://www.ainecdn.org/;;
Seniors;CommunityOrganizations;;NDG Senior Citizen Council;"NDG Senior Citizens’ Council (NDGSCC) is a nonprofit community organization dedicated to improving the quality of life of low-income adults (50+) by encouraging mutual aid and civic engagement. NDGSCC aims to lessen the impact of social and economic isolation through programs and services, outreach, advocacy, research, joint action and education.  NDGSCC works to address the underlying causes of poverty and social exclusion by supporting social justice initiatives that represent the real changes required to promote dignity, not charity.  We provide a sense of belonging and restore hope to individuals who might otherwise remain invisible in society.";88, rue Ballanthyne North;;Montréal;Québec;H4X 2B8;;;;;;;;;;(514) 487-1311;;(514) 487-1203;http://ndgscc.ca/;info@ndgscc.ca;Helps with applications for Canadian pension, Quebec pension, HLM, Shelter allowance, transport adapté. Accompagniment and transport to medical appts, day programs, etc
Seniors;CommunityOrganizations;;West Island Citizen Advocacy;Parrainage Civique de la Banlieue Ouest vise à améliorer la qualité de vie et à défendre les droits de tous ceux qui vivent avec une déficience ou qui sont défavorisés, en les soutenant et en les jumelant avec des bénévoles compétents (défenseurs de citoyens).;68, rue Prince-Edward;;Pointe-Claire;Québec;H9R 4C7;;;09h30-17h00;09h30-17h00;09h30-17h00;09h30-17h00;09h30-17h00;;Lundi à vendredi : 09h30 à 17h00;(514) 694-5850;;;https://volunteerwica.com/;wica@qc.aibn.com;
Seniors;SeniorsVolunteerSupportServices;;Centre de bénévolat de CDN;"Le Centre est un organisme d'entraide à but non lucratif crée le 31 mars 1983 sous le nom de Réseau d'échange de service de Côte-des-Neiges. Rebaptisé en avril 1987 Centre de bénévolat Côte-des-Neiges, il emploie présentement trois personnes pour coordonner les activités. Il est géré par un conseil d'administration composé de bénévoles élus à l'assemblée générale annuelle. Le Centre est aujourd’hui pleinement actif, largement sollicité par les services publics de santé comme par ses organismes pairs. Il joue un rôle de première ligne reconnu officiellement. Le recrutement de bénévoles est crucial afin de répondre à la demande croissante de notre clientèle.  Le Centre est le produit des efforts conjugués de ses bénévoles, de son personnel, de son conseil d’administration, lesquels partagent tous Enthousiasme, Générosité, Patience et Sens des Valeurs. Notre mission: Répondre aux besoins des personnes âgées (55 ans et plus) du quartier Côte-des-Neiges. Permettre à nos bénéficiaires de demeurer chez eux le plus longtemps possible. Contribuer à apporter un sentiment de sécurité et de bien-être à nos bénéficiaires.";4945, ch de la Côte-des-Neiges, bureau 6;bureau 6;Montréal;Québec;H3V 1H5;;;08h30-18h00;08h30-18h00;08h30-18h00;08h30-18h00;08h30-11h30;;Lundi à jeudi 08h30 à 18h00, vendredi 08h30 à 11h30;(514) 340-1072;;(514) 340-0343;http://www.centrebenevolatcdn.org/;;Volunteer support services - friendly visits, shopping assistance, accompagnement pour RDV médical, mais pas de transport, daily calls to check that everything is OK.
Seniors;SeniorsVolunteerSupportServices;;Entraide Bénévole Métro;"Entraide Bénévole Métro est un organisme à but non-lucratif situé au centre-ville de Montréal, qui a été créé en 1985 par la fusion de plusieurs groupes bénévoles du CLSC Métro. Nous fournissons des services offerts par des bénévoles et animons des activités pour personnes âgées qui ont perdu leur autonomie temporairement ou en permanence. Nous désservons les territoires du centre-ville-ouest et Westmount. Notre Mission : Nous visons à fournir un soutien moral et physique aux personnes âgées qui ont perdu leur autonomie et qui sont isolées socialement. Nous favorisons leur reprise en main, leur intégration sociale, et supporter leur autonomie dans la communauté.";1801, boulevard de Maisonneuve Ouest, Suite #750;Suite #750;Montreal;Québec;H3H 1J9;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi au vendredi 8h30 à 16h30;(514) 939-9575;;(514) 934-3776;http://www.ebm.cam.org/;ebmmetro@vif.com;
Seniors;SeniorsVolunteerSupportServices;;Centre action bénévolat de Ouest de l’île;"Le Centre d’action bénévole de Montréal (CABM) fait la promotion de l’action bénévole auprès de la population montréalaise et en renforce la pratique au sein des organismes de son territoire. Il soutient les services de Popotes roulantes et de Repas communautaires affiliés à son réseau.Les principaux services du CABM sont :Recrutement et orientation de bénévoles (service réservé aux Membres) - Programme de formation principalement destiné aux gestionnaires de ressources bénévoles- Présentations sur le bénévolat (bénévolat 101 en entreprise, institution scolaire, etc.) - Organisation de salons du bénévolat  - Service de liaison entre un réseau comptant près de 60 Popotes roulantes et Repas communautaires, le milieu de la santé, ses bénéficiaires et les Services alimentaires bénévoles de Montréal - un service de consultation et un centre de documentation - Bénévolat de groupe - Fondé en 1937, le Centre d'action bénévole de Montréal a été en 2007, à l’occasion de son 70e anniversaire, le lauréat du prix Hommage bénévolat-Québec ainsi que du prix Agnes-C.-Higgins de Centraide du Grand Montréal.";1, rue de l’Église;;Sainte-Anne-de-Bellevue;Québec;H9X 1W4;;;;;;;;;;(514) 457-5445;;;http://cabm.net;info@volunteerwestisland.org;
Seniors;SeniorsVolunteerSupportServices;;CLSC René Cassin;"Cours prénataux - Récupération des seringues et des aiguilles usagées";5800, rue Cavendish, 6e étage;;Côte-Saint-Luc;Québec;H4W 2T5;;08h00-16h00;08h30-18h00;08h30-18h00;08h30-18h00;08h30-18h00;08h30-18h00;08h00-16h00;Lundi à vendredi 08h30 à 18h00, samedi à dimanche 08h00 à 16h00;(514) 484-7878;;;https://www.ciussscentreouest.ca/;;
Seniors;SeniorsVolunteerSupportServices;;Ligne Référence-Aînes;"La source d'information que vous attendiez depuis longtemps! Vous avez 65 ans ou plus? Vous cherchez un renseignement? Vous ne voulez pas « parler » à une boîte vocale?";;;;;;;;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;;Lundi à vendredi 9h à 16h00.;(514) 694-6404;;;www.ainesmtl.ca;;
Seniors;SeniorsVolunteerSupportServices;;Ligne de référence pour les aînés;;;;;;;;;;;;;;;;(514) 527-0007;;;;;
Seniors;SeniorsVolunteerSupportServices;SARPAD;SARPAD;"La  mission du Centre de bénévolat SARPAD (Services d' Accompagnement et de Répit aux Personnes Âgées à Domicile) est d’accompagner, par une équipe composée principalement de bénévoles, les personnes présentant une perte d’autonomie qui souhaitent rester à domicile, en plus de soutenir les proches aidants. ? Pour qui: Des personnes âgées de 55 ans et plus Des proches aidants dont l’aidé a plus de 55 ans Qui habitent sur le territoire de Côte-des-Neiges et d’Outremont Qui résident dans un milieu de façon autonome ou semi-autonome ? Nos objectifs Favoriser le bien-être des personnes aînées Soulager et améliorer les conditions associées à la perte d’autonomie Promouvoir l’amélioration des conditions de vie des aînés Soutenir leur maintien à domicile et dans la communauté";6555, chemin de la Côte-des-Neiges, bureau 442;bureau 442;Montréal;Québec;H3S 2A6;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-16h30;;Lundi à jeudi 9h à 12h et 13h à 17h, vendredi de 9h à 16h30.;(514) 737-2454;;;https://sarpadqc.wixsite.com;sarpadcdn@sarpad.com;Volunteer support services - friendly visits, shopping assistance
Seniors;SeniorsVolunteerSupportServices;;Canadian Association of World War II Veterans from the Soviet Union;Mr. Groisberg, by appointment;;;;;;;;;;;;;;;(514) 573-7282;;;http://www.ussrveterans.ca/;;
